Name;YT Scope Project;
File;C:\Users\Tobno\Desktop\JIBFRIC.csv;
Starttime of export;134225418299840000;onsdag 6. mai 2026;13:50:29.984
Endtime of export;134225418629540000;onsdag 6. mai 2026;13:51:02.954


Name;fJib_Pa_bar;Name;fJib_Pb_bar;Name;fJib_Pa_Cyl_bar;Name;fJib_Pb_Cyl_bar;Name;fJib_Position_mm;Name;fPs_bar;Name;fU;Name;fJib_Spool
23570;74.5017853;23570;3.82091737;23570;69.38689;23570;94.33881;23570;359.5858;23570;150.8469;23570;0.41973669269985669;23570;0.41416669209875784
23580;74.6604843;23580;3.67442846;23580;69.39909;23580;94.33881;23580;359.823;23580;150.932343;23580;0.4176091000302482;23580;0.41496017334513374
23590;74.64828;23590;3.65001369;23590;69.38689;23590;94.33881;23590;359.902069;23590;150.737015;23590;0.41857817303443173;23590;0.4153263954588457
23600;74.72152;23600;3.82091737;23600;69.48454;23600;94.32661;23600;360.0207;23600;150.785858;23600;0.41868016271892444;23600;0.41605883968626961
23610;74.6971054;23610;3.90636921;23610;69.49675;23610;94.27778;23610;360.0207;23610;150.761444;23610;0.42102297395873123;23610;0.41557054353465367
23620;74.7825546;23620;3.82091737;23620;69.557785;23620;94.3144;23620;360.139282;23620;150.907928;23620;0.42107056309300428;23620;0.41581469161046164
23630;74.8558;23630;3.80871;23630;69.56999;23630;94.33881;23630;360.218353;23630;150.810272;23630;0.42205824739476222;23630;0.41630298776207758
23640;74.84359;23640;3.82091737;23640;69.64324;23640;94.37544;23640;360.2579;23640;150.773651;23640;0.42368831143857066;23640;0.41648609881893356
23650;74.77035;23650;3.79650259;23650;69.6676559;23650;94.33881;23650;360.416046;23650;150.724808;23650;0.42303225323108334;23650;0.41727958006530946
23660;74.90463;23660;3.77208781;23660;69.6310349;23660;94.32661;23660;360.6137;23660;150.8591;23660;0.42165059447591946;23660;0.4169743949705495
23670;74.90463;23670;3.7598803;23670;69.56999;23670;94.32661;23670;360.73233;23670;150.761444;23670;0.4218560581885325;23670;0.41795098727378138
23680;74.8680038;23680;3.85753965;23680;69.5822;23680;94.39986;23680;360.771851;23680;150.737015;23680;0.42348182645250282;23680;0.41831720938749373
23690;74.8680038;23690;3.869747;23690;69.5944061;23690;94.55855;23690;360.890472;23690;150.8591;23690;0.42352216418952521;23690;0.41911069063386963
23700;74.75814;23700;3.82091737;23700;69.557785;23700;94.570755;23700;361.009064;23700;150.749222;23700;0.42366724132185063;23700;0.41843928342539771
23710;74.8558;23710;3.77208781;23710;69.61882;23710;94.54634;23710;361.088135;23710;150.737015;23710;0.42465943794258271;23710;0.41911069063386963
23720;74.99008;23720;3.79650259;23720;69.76531;23720;94.52193;23720;361.1277;23720;150.566116;23720;0.42657110314710306;23720;0.41984313486129354
23730;75.07553;23730;3.84533215;23730;69.81414;23730;94.46089;23730;361.206757;23730;150.59053;23730;0.42753769298538086;23730;0.41984313486129354
23740;75.07553;23740;3.85753965;23740;69.76531;23740;94.46089;23740;361.3649;23740;150.578323;23740;0.4269676310882663;23740;0.42063661610766945
23750;75.0144958;23750;3.96740627;23750;69.7164841;23750;94.55855;23750;361.4835;23750;150.59053;23750;0.42708319414125528;23750;0.42045350505081347
23760;75.0144958;23760;3.8941617;23760;69.6310349;23760;94.66842;23760;361.6021;23760;150.5417;23760;0.42730698931007915;23760;0.42167424542985332
23770;75.063324;23770;3.83312488;23770;69.6310349;23770;94.65621;23770;361.7207;23770;150.59053;23770;0.42749583245377415;23770;0.4218573564867093
23780;75.07553;23780;4.040651;23780;69.5944061;23780;94.65621;23780;361.8393;23780;150.639359;23780;0.4276595544487985;23780;0.42289498580889318
23790;74.90463;23790;4.052858;23790;69.61882;23790;94.6440048;23790;361.8393;23790;150.505081;23790;0.43008249449995989;23790;0.42295602282784517
23800;74.8680038;23800;3.9429915;23800;69.6310349;23800;94.729454;23800;361.997437;23800;150.492874;23800;0.42951685401888789;23800;0.42399365215002904
23810;75.00229;23810;3.95519876;23810;69.557785;23810;94.83932;23810;362.037;23810;150.5417;23810;0.43130471384366736;23810;0.42399365215002904
23820;75.0144958;23820;3.991821;23820;69.6310349;23820;94.86373;23820;362.116058;23820;150.578323;23820;0.43225318928048861;23820;0.424176763206885
23830;75.00229;23830;3.96740627;23830;69.7164841;23830;94.79049;23830;362.2742;23830;150.273148;23830;0.43198044479760528;23830;0.42533646656697288
23840;75.11215;23840;4.00402832;23840;69.7164841;23840;94.86373;23840;362.432343;23840;150.2121;23840;0.43160990702161511;23840;0.42564165166173284
23850;75.12436;23850;4.00402832;23850;69.7409;23850;94.99802;23850;362.550934;23850;150.187683;23850;0.43187953964430353;23850;0.42686239204077286
23860;75.12436;23860;3.91857672;23860;69.85076;23860;95.0468445;23860;362.63;23860;150.3708;23860;0.43271222969209994;23860;0.42667928098391689
23870;75.24644;23870;4.016236;23870;69.9118042;23870;95.05905;23870;362.788147;23870;150.297562;23870;0.43238269507762156;23870;0.42777794732505275
23880;75.2952652;23880;4.13831;23880;69.9118042;23880;95.02243;23880;362.867218;23880;150.175476;23880;0.43354147035244728;23880;0.4282052064577167
23890;75.41734;23890;4.16272449;23890;70.10712;23890;94.98581;23890;363.02536;23890;150.0412;23890;0.43328258248405616;23890;0.42930387279885257
23900;75.53941;23900;4.16272449;23900;70.16816;23900;94.98581;23900;363.143982;23900;150.090027;23900;0.43361686416088241;23900;0.42948698385570855
23910;75.60045;23910;4.18713951;23910;70.1437454;23910;94.98581;23910;363.223053;23910;150.19989;23910;0.43459716696799594;23910;0.43003631702627648
23920;75.53941;23920;4.21155453;23920;70.16816;23920;94.93698;23920;363.302124;23920;150.126648;23920;0.43563866519317151;23920;0.43076876125370039
23930;75.63708;23930;4.22376156;23930;70.19257;23930;94.99802;23930;363.4998;23930;150.236511;23930;0.43440992297315123;23930;0.43113498336741235
23940;75.71032;23940;4.235969;23940;70.19257;23940;95.03464;23940;363.6184;23940;150.2243;23940;0.43477920509504792;23940;0.43186742759483626
23950;75.66149;23950;4.235969;23950;70.2414;23950;95.10788;23950;363.697479;23950;150.260941;23950;0.43574742794495536;23950;0.43168431653798028
23960;75.55162;23960;4.22376156;23960;70.20478;23960;95.12009;23960;363.816071;23960;150.090027;23960;0.43610571995714725;23960;0.43266090884121217
23970;75.515;23970;4.235969;23970;70.11932;23970;95.1323;23970;363.9742;23970;150.126648;23970;0.43559341218741027;23970;0.43284401989806814
23980;75.52721;23980;4.18713951;23980;70.0827;23980;95.18113;23980;364.053284;23980;150.07782;23980;0.4367142886099869;23980;0.43394268623920418
23990;75.44176;23990;4.113895;23990;70.0704956;23990;95.18113;23990;364.132355;23990;150.07782;23990;0.43770328412156645;23990;0.43394268623920418
24000;75.44176;24000;4.22376156;24000;70.19257;24000;95.18113;24000;364.330048;24000;150.260941;24000;0.43635190662257606;24000;0.43485824152348407
24010;75.515;24010;4.272591;24010;70.0827;24010;95.22996;24010;364.409119;24010;150.175476;24010;0.43758112320100767;24010;0.43449201940977211
24020;75.60045;24020;4.24817657;24020;70.05829;24020;95.3276138;24020;364.606781;24020;150.236511;24020;0.4364360723225722;24020;0.43498031556138805
24030;75.63708;24030;4.30921364;24030;70.11932;24030;95.38866;24030;364.685852;24030;150.114441;24030;0.43767847149220712;24030;0.43601794488357193
24040;75.66149;24040;4.28479862;24040;70.16816;24040;95.44969;24040;364.764923;24040;150.114441;24040;0.43879859573337665;24040;0.43632312997833189
24050;75.6126556;24050;4.18713951;24050;70.2658157;24050;95.38866;24050;364.923065;24050;150.2121;24050;0.43825717479282056;24050;0.43693350016785182
24060;75.63708;24060;4.199347;24060;70.32685;24060;95.40086;24060;364.962616;24060;150.273148;24060;0.44007984472648121;24060;0.43644520401623588
24070;75.7713547;24070;4.28479862;24070;70.4001;24070;95.48631;24070;365.160278;24070;150.114441;24070;0.43922295952127632;24070;0.43729972228156377
24080;75.86901;24080;4.24817657;24080;70.41231;24080;95.49852;24080;365.239349;24080;150.175476;24080;0.44037709714634454;24080;0.43772698141422772
24090;75.8568039;24090;4.22376156;24090;70.43672;24090;95.51073;24090;365.31842;24090;150.297562;24090;0.44136898398282282;24090;0.4387646107364116
24100;75.8079758;24100;4.34583569;24100;70.44893;24100;95.37645;24100;365.516083;24100;150.19989;24100;0.44029187681985793;24100;0.43833735160374765
24110;75.94226;24110;4.38245773;24110;70.4001;24110;95.37645;24110;365.7533;24110;150.2121;24110;0.43854168060176552;24110;0.43931394390697953
24120;75.93005;24120;4.3702507;24120;70.3146439;24120;95.44969;24120;365.792847;24120;150.175476;24120;0.44045642797415957;24120;0.44004638813440344
24130;75.94226;24130;4.41908026;24130;70.4245148;24130;95.4741058;24130;365.911438;24130;150.285355;24130;0.44075234176853717;24130;0.44004638813440344
24140;75.89343;24140;4.443495;24140;70.48555;24140;95.62059;24140;366.06958;24140;150.090027;24140;0.44054595415907988;24140;0.44065675832392337
24150;75.86901;24150;4.38245773;24150;70.4245148;24150;95.73046;24150;366.148651;24150;150.19989;24150;0.44156577410971776;24150;0.4404126102481154
24160;75.89343;24160;4.38245773;24160;70.44893;24160;95.7548752;24160;366.346344;24160;150.2243;24160;0.44047162876309853;24160;0.44108401745658732
24170;76.0155;24170;4.41908026;24170;70.49776;24170;95.6328049;24170;366.5045;24170;150.187683;24170;0.44029439726191877;24170;0.44138920255134728
24180;76.052124;24180;4.39466524;24180;70.49776;24180;95.57176;24180;366.662628;24180;150.383011;24180;0.43980067040551923;24180;0.44230475783562734
24190;76.052124;24190;4.431288;24190;70.48555;24190;95.57176;24190;366.662628;24190;150.321976;24190;0.44253951011378417;24190;0.44169438764610741
24200;76.1253738;24200;4.528947;24200;70.66866;24200;95.5961761;24200;366.7417;24200;150.321976;24200;0.44379396328172904;24200;0.44236579485457933
24210;76.10095;24210;4.528947;24210;70.69308;24210;95.62059;24210;366.8603;24210;150.309769;24210;0.44421483917251992;24210;0.44230475783562734
24220;76.23524;24220;4.528947;24220;70.61983;24220;95.68163;24220;367.018433;24220;150.309769;24220;0.44404068657404278;24220;0.44242683187353132
24230;76.27186;24230;4.61439848;24230;70.66866;24230;95.76708;24230;367.137054;24230;150.126648;24230;0.44471303464393952;24230;0.44328135013885922
24240;76.13758;24240;4.565569;24240;70.68087;24240;95.74267;24240;367.255646;24240;150.175476;24240;0.44497081891305551;24240;0.44340342417676321
24250;76.02771;24250;4.48011732;24250;70.60762;24250;95.6328049;24250;367.4138;24250;150.07782;24250;0.44466016119205493;24250;0.4442579424420911
24260;76.1253738;24260;4.46791;24260;70.69308;24260;95.57176;24260;367.5324;24260;150.090027;24260;0.44520796340912866;24260;0.44407483138523512
24270;76.11316;24270;4.51673937;24270;70.69308;24270;95.73046;24270;367.611481;24270;150.114441;24270;0.446383515401755;24270;0.44480727561265904
24280;75.97888;24280;4.51673937;24280;70.509964;24280;95.74267;24280;367.730072;24280;150.187683;24280;0.44663198457215647;24280;0.444929349650563
24290;76.052124;24290;4.54115438;24290;70.59541;24290;95.669426;24290;367.927765;24290;150.297562;24290;0.44556245175094883;24290;0.4459669789727469
24300;76.03992;24300;4.528947;24300;70.7052841;24300;95.7548752;24300;367.9673;24300;150.19989;24300;0.447631433149789;24300;0.44553971984008295
24310;76.11316;24310;4.46791;24310;70.5832062;24310;95.81591;24310;368.046356;24310;150.0534;24310;0.44909816724072221;24310;0.4459669789727469
24320;76.18641;24320;4.51673937;24320;70.571;24320;95.88916;24320;368.244049;24320;149.8581;24320;0.44837144792941425;24320;0.44657734916226682
24330;76.21082;24330;4.589984;24330;70.63204;24330;95.92578;24330;368.36264;24330;149.980164;24330;0.448757452045496;24330;0.44657734916226682
24340;76.0887451;24340;4.565569;24340;70.68087;24340;95.97461;24340;368.520782;24340;149.980164;24340;0.44836989655492393;24340;0.44730979338969074
24350;76.1742;24350;4.504532;24350;70.80294;24350;95.99902;24350;368.639374;24350;150.016785;24350;0.44892294380342329;24350;0.44737083040864273
24360;76.2840652;24360;4.492325;24360;70.87619;24360;95.88916;24360;368.797516;24360;149.919128;24360;0.44890329340887891;24360;0.44804223761711465
24370;76.1253738;24370;4.492325;24370;70.76632;24370;95.93799;24370;368.8766;24370;149.980164;24370;0.44992323964468184;24370;0.44816431165501863
24380;76.25965;24380;4.589984;24380;70.75411;24380;95.99902;24380;369.07428;24380;150.016785;24380;0.44904159526366305;24380;0.44926297799615467
24390;76.40614;24390;4.626606;24390;70.87619;24390;95.82812;24390;369.153351;24390;150.028992;24390;0.45045928545003772;24390;0.44865260780663457
24400;76.49159;24400;4.61439848;24400;70.9372253;24400;95.8403244;24400;369.390564;24400;150.126648;24400;0.44871512175465605;24400;0.44932401501510666
24410;76.49159;24410;4.589984;24410;70.9372253;24410;95.90137;24410;369.5487;24410;149.992371;24410;0.44864090587324412;24410;0.44987334818567459
24420;76.3695145;24420;4.626606;24420;70.8639755;24420;95.93799;24420;369.706848;24420;149.992371;24420;0.44828501612986776;24420;0.44999542222357858
24430;76.30848;24430;4.565569;24430;70.80294;24430;95.99902;24430;369.785919;24430;149.894714;24430;0.4496129801728036;24430;0.4506057924130985
24440;76.3939362;24440;4.60219145;24440;70.81515;24440;95.88916;24440;369.944061;24440;150.0412;24440;0.44933320257685844;24440;0.45017853328043456
24450;76.38173;24450;4.6388135;24450;70.92502;24450;95.86474;24450;370.1022;24450;150.0412;24450;0.44911228285484278;24450;0.45078890346995448
24460;76.3695145;24460;4.712058;24460;70.97385;24460;95.93799;24460;370.2208;24460;150.028992;24460;0.449660401616016;24460;0.45078890346995448
24470;76.46718;24470;4.785302;24470;70.97385;24470;95.97461;24470;370.339417;24470;150.004578;24470;0.45035129759382042;24470;0.45158238471633039
24480;76.45497;24480;4.724265;24480;71.01047;24480;95.9135742;24480;370.378937;24480;149.931335;24480;0.45248007737683393;24480;0.45139927365947441
24490;76.4427643;24490;4.79750967;24490;71.0226746;24490;95.92578;24490;370.537079;24490;150.028992;24490;0.45216416098032486;24490;0.45194860683004234
24500;76.40614;24500;4.785302;24500;70.9372253;24500;95.98682;24500;370.734772;24500;149.95575;24500;0.45126847870649528;24500;0.45133823664052242
24510;76.45497;24510;4.67543554;24510;71.03488;24510;96.08447;24510;370.932434;24510;149.980164;24510;0.45036301478285029;24510;0.45170445875423437
24520;76.4793854;24520;4.69985056;24520;71.03488;24520;96.15772;24520;371.0115;24520;149.906921;24520;0.45179994150740332;24520;0.45286416211432223
24530;76.46718;24530;4.82192469;24530;70.8884;24530;96.01123;24530;371.130127;24530;150.028992;24530;0.45222131893456985;24530;0.45255897701956227
24540;76.46718;24540;4.76088762;24540;70.98605;24540;96.04785;24540;371.248718;24540;149.992371;24540;0.45284436695203306;24540;0.45292519913327423
24550;76.55263;24550;4.67543554;24550;71.03488;24550;96.13331;24550;371.4464;24550;150.016785;24550;0.45199771280261203;24550;0.45286416211432223
24560;76.57704;24560;4.687643;24560;70.94943;24560;96.04785;24560;371.604553;24560;150.114441;24560;0.45174940972909017;24560;0.45347453230384216
24570;76.49159;24570;4.69985056;24570;70.9006042;24570;95.99902;24570;371.644073;24570;150.175476;24570;0.45367243583355243;24570;0.45335245826593817
24580;76.54042;24580;4.69985056;24580;70.92502;24580;96.12109;24580;371.841736;24580;150.175476;24580;0.45282268754762889;24580;0.45432905056917006
24590;76.46718;24590;4.73647261;24590;70.85177;24590;96.18214;24590;371.9208;24590;150.114441;24590;0.45415876491629331;24590;0.45347453230384216
24600;76.4793854;24600;4.785302;24600;70.83956;24600;96.16993;24600;372.078949;24600;150.2243;24600;0.45389548583877154;24600;0.45384075441755412
24610;76.51601;24610;4.76088762;24610;70.8884;24610;96.16993;24610;372.15802;24610;150.138855;24610;0.4553971750188559;24610;0.454756309701834
24620;76.57704;24620;4.67543554;24620;70.9372253;24620;96.10889;24620;372.395233;24620;150.187683;24620;0.45376847399549425;24620;0.45493942075869
24630;76.57704;24630;4.687643;24630;70.94943;24630;96.18214;24630;372.513855;24630;149.992371;24630;0.454615467360521;24630;0.45524460585344995
24640;76.4427643;24640;4.79750967;24640;70.98605;24640;96.20655;24640;372.592926;24640;150.0534;24640;0.45575117630639389;24640;0.454878383739738
24650;76.46718;24650;4.809717;24650;71.03488;24650;96.20655;24650;372.711517;24650;150.102234;24650;0.45634306075896092;24650;0.45567186498611389
24660;76.62588;24660;4.77309465;24660;71.18137;24660;96.292;24660;372.7906;24660;150.028992;24660;0.45799774982932367;24660;0.4556108279671619
24670;76.7967758;24670;4.77309465;24670;71.19358;24670;96.24317;24670;372.9092;24670;150.004578;24670;0.45886328313583735;24670;0.45628223517563382
24680;76.73574;24680;4.87075424;24680;71.1325455;24680;96.13331;24680;372.988281;24680;150.102234;24680;0.46005435952891993;24680;0.45652638325144179
24690;76.7967758;24690;4.88296175;24690;71.2302;24690;96.25538;24690;373.106873;24690;150.187683;24690;0.460660416600785;24690;0.45750297555467406
24700;76.80898;24700;4.79750967;24700;71.31565;24700;96.292;24700;373.2255;24700;150.004578;24700;0.46153823331948512;24700;0.4571977904599141
24710;76.78457;24710;4.88296175;24710;71.35227;24710;96.15772;24710;373.383636;24710;149.95575;24710;0.46146011452967711;24710;0.45762504959257805
24720;76.85781;24720;4.956206;24720;71.26682;24720;96.15772;24720;373.541779;24720;149.845886;24720;0.46158154267233775;24720;0.4588457899716179
24730;77.0043;24730;4.956206;24730;71.2179947;24730;96.25538;24730;373.62085;24730;149.980164;24730;0.46299819092512812;24730;0.45921201208532986
24740;77.150795;24740;4.90737629;24740;71.2302;24740;96.353035;24740;373.779;24740;149.8825;24740;0.46320537023660729;24740;0.45994445631275377
24750;77.08975;24750;4.809717;24750;71.29124;24750;96.36524;24750;373.976654;24750;149.736008;24750;0.46246800020249706;24750;0.45951719718008982
24760;77.0043;24760;4.85854673;24760;71.2302;24760;96.25538;24760;374.095276;24760;149.7116;24760;0.46305217593981135;24760;0.46073793755912967
24770;76.89444;24770;4.96841335;24770;71.19358;24770;96.30421;24770;374.213867;24770;149.760437;24770;0.46351625678637781;24770;0.46086001159703366
24780;76.9554749;24780;5.06607246;24780;71.27903;24780;96.37746;24780;374.490631;24780;149.821472;24780;0.46117819263463172;24780;0.46189764091921753
24790;77.06534;24790;4.956206;24790;71.26682;24790;96.353035;24790;374.5697;24790;149.650558;24790;0.46295512789593918;24790;0.46244697408978547
24800;76.96768;24800;4.90737629;24800;71.26682;24800;96.38966;24800;374.6883;24800;149.699387;24800;0.46344224341223078;24800;0.46287423322244942
24810;76.80898;24810;4.96841335;24810;71.18137;24810;96.4507;24810;374.806915;24810;149.650558;24810;0.46397860763217574;24810;0.4629963072603534
24820;76.85781;24820;5.0050354;24820;71.1325455;24820;96.511734;24820;375.0441;24820;149.662766;24820;0.46245060409402983;24820;0.46275215918454543
24830;76.80898;24830;4.93179131;24830;71.24241;24830;96.5483551;24830;375.2813;24830;149.577316;24830;0.4609258207396108;24830;0.4638508255256813
24840;76.69912;24840;4.99282837;24840;71.3034439;24840;96.5483551;24840;375.360382;24840;149.626144;24840;0.46215872726384205;24840;0.46446119571520122
24850;76.80898;24850;5.017243;24850;71.31565;24850;96.58498;24850;375.479;24850;149.577316;24850;0.46304971503536119;24850;0.46501052888576933
24860;77.01651;24860;4.980621;24860;71.36448;24860;96.6216;24860;375.637146;24860;149.565109;24860;0.46327315943523906;24860;0.4638508255256813
24870;76.97989;24870;5.114902;24870;71.29124;24870;96.60939;24870;375.755737;24870;149.577316;24870;0.46390392679335818;24870;0.4647053437910092
24880;76.90665;24880;4.99282837;24880;71.29124;24880;96.7070541;24880;375.874359;24880;149.5407;24880;0.46455310273630829;24880;0.46458326975310521
24890;77.05313;24890;4.956206;24890;71.37669;24890;96.75588;24890;376.0325;24890;149.626144;24890;0.46458089178682627;24890;0.4651936399426253
24900;77.08975;24900;4.96841335;24900;71.4499359;24900;96.71926;24900;376.190643;24900;149.674973;24900;0.4645160785122357;24900;0.46580401013214523
24910;77.163;24910;4.980621;24910;71.54759;24910;96.75588;24910;376.3488;24910;149.809265;24910;0.46438996681636263;24910;0.4660481582079532
24920;77.150795;24920;5.02945042;24920;71.54759;24920;96.73147;24920;376.546448;24920;149.674973;24920;0.4637553259012771;24920;0.46659749137852113
24930;77.05313;24930;5.09048748;24930;71.5598;24930;96.7803;24930;376.625519;24930;149.797058;24930;0.46492806422903982;24930;0.46629230628376117
24940;77.01651;24940;5.07828;24940;71.57201;24940;96.91458;24940;376.783661;24940;149.833679;24940;0.46479305245341884;24940;0.46678060243537711
24950;77.12638;24950;4.93179131;24950;71.57201;24950;96.87796;24950;376.9418;24950;149.992371;24950;0.4646923760306938;24950;0.46678060243537711
24960;77.1874161;24960;4.919584;24960;71.6208344;24960;96.80471;24960;377.099945;24960;149.980164;24960;0.46475472675863516;24960;0.467757194738609
24970;77.163;24970;4.99282837;24970;71.60863;24970;96.80471;24970;377.179016;24970;149.8581;24970;0.466354831738417;24970;0.46678060243537711
24980;77.32169;24980;4.99282837;24980;71.58421;24980;96.71926;24980;377.416229;24980;149.931335;24980;0.46493733379454438;24980;0.467635120700705
24990;77.34611;24990;5.0050354;24990;71.54759;24990;96.64602;24990;377.4953;24990;149.821472;24990;0.46659292744502967;24990;0.46806237983336896
25000;77.32169;25000;5.200354;25000;71.58421;25000;96.7925;25000;377.653442;25000;149.980164;25000;0.46632479849332248;25000;0.46812341685232095
25010;77.26066;25010;5.24918365;25010;71.58421;25010;96.89017;25010;377.7325;25010;150.0534;25010;0.46762641369581975;25010;0.46879482406079287
25020;77.34611;25020;5.16373158;25020;71.6940842;25020;96.80471;25020;377.851135;25020;150.090027;25020;0.46842334385639239;25020;0.46879482406079287
25030;77.38274;25030;5.24918365;25030;71.76733;25030;96.7436752;25030;378.0488;25030;149.919128;25030;0.4679339115347031;25030;0.4693441572313608
25040;77.3339;25040;5.22476864;25040;71.8161545;25040;96.7925;25040;378.2465;25040;150.004578;25040;0.4669875415753309;25040;0.46897793511764885
25050;77.48039;25050;5.114902;25050;71.76733;25050;96.80471;25050;378.4046;25050;149.943542;25050;0.46725561537883903;25050;0.46958830530716877
25060;77.39494;25060;5.102695;25060;71.6208344;25060;96.7925;25060;378.483673;25060;149.8825;25060;0.468715177063841;25060;0.46946623126926479
25070;77.22404;25070;5.15152454;25070;71.48656;25070;96.87796;25070;378.6418;25070;149.8825;25070;0.46847570384098408;25070;0.47038178655354468
25080;77.17521;25080;5.114902;25080;71.5598;25080;96.85354;25080;378.7209;25080;149.748215;25080;0.47008819683467795;25080;0.47001556443983272
25090;77.30949;25090;5.114902;25090;71.645256;25090;96.7436752;25090;378.879028;25090;149.8581;25090;0.470117866201758;25090;0.47032074953459269
25100;77.26066;25100;5.18814659;25100;71.54759;25100;96.81692;25100;378.99765;25100;149.931335;25100;0.47070103503924637;25100;0.47074800866725663
25110;77.163;25110;5.21256161;25110;71.58421;25110;96.91458;25110;379.1558;25110;150.004578;25110;0.4704684527466888;25110;0.47074800866725663
25120;77.13859;25120;5.24918365;25120;71.65746;25120;96.98782;25120;379.274384;25120;149.833679;25120;0.47142120262965337;25120;0.47166356395153652
25130;77.21183;25130;5.18814659;25130;71.66967;25130;96.97562;25130;379.432526;25130;149.821472;25130;0.47154239996655434;25130;0.47160252693258453
25140;77.29728;25140;5.15152454;25140;71.6940842;25140;96.89017;25140;379.551147;25140;149.809265;25140;0.47243419806988579;25140;0.47233497116000844
25150;77.29728;25150;5.21256161;25150;71.7185;25150;96.89017;25150;379.669739;25150;149.7238;25150;0.47331181802489913;25150;0.4718466750083925
25160;77.38274;25160;5.12710953;25160;71.74291;25160;96.9023743;25160;379.9465;25160;149.7238;25160;0.47118729072466981;25160;0.47257911923581641
25170;77.39494;25170;5.09048748;25170;71.8161545;25170;96.91458;25170;380.0651;25170;149.760437;25170;0.47191696139433031;25170;0.47306741538743252
25180;77.48039;25180;5.18814659;25180;71.80395;25180;96.97562;25180;380.144165;25180;149.833679;25180;0.47345049304647319;25180;0.47373882259590444
25190;77.51701;25190;5.261391;25190;71.7307053;25190;96.98782;25190;380.381378;25190;149.7238;25190;0.47216900340893148;25190;0.47349467452009647
25200;77.41936;25200;5.298013;25200;71.82836;25200;96.97562;25200;380.53952;25200;149.7238;25200;0.47205011778911349;25200;0.47361674855800046
25210;77.32169;25210;5.18814659;25210;71.8894043;25210;97.07327;25210;380.697662;25210;149.626144;25210;0.4720695883531415;25210;0.47441022980437636
25220;77.44377;25220;5.175939;25220;71.9260254;25220;97.10989;25220;380.8558;25220;149.638351;25220;0.47224533235858945;25220;0.47453230384228035
25230;77.57805;25230;5.322428;25230;72.0603;25230;97.04886;25230;380.974426;25230;149.47966;25230;0.47343457489265528;25230;0.47532578508865625
25240;77.5536346;25240;5.371258;25240;72.02368;25240;97.04886;25240;381.093018;25240;149.47966;25240;0.47417630174729908;25240;0.47483748893704031
25250;77.57805;25250;5.298013;25250;71.90161;25250;97.09769;25250;381.330231;25250;149.650558;25250;0.47249224202682272;25250;0.47550889614551223
25260;77.52922;25260;5.298013;25260;71.9260254;25260;97.08548;25260;381.527924;25260;149.650558;25260;0.47169954220881977;25260;0.47502059999389629
25270;77.50481;25270;5.31022072;25270;72.02368;25270;97.0610657;25270;381.607;25270;149.577316;25270;0.47330075591290327;25270;0.4757530442213202
25280;77.51701;25280;5.22476864;25280;71.90161;25280;97.0610657;25280;381.686066;25280;149.467453;25280;0.4750085563278183;25280;0.47599719229712817
25290;77.61467;25290;5.298013;25290;71.8772;25290;97.10989;25290;381.883728;25290;149.516281;25290;0.47436004138680432;25290;0.47624134037293614
25300;77.51701;25300;5.35905027;25300;71.96265;25300;97.15873;25300;382.002319;25300;149.47966;25300;0.47505749032784239;25300;0.47624134037293614
25310;77.4681854;25310;5.298013;25310;71.9260254;25310;97.18314;25310;382.160461;25310;149.5529;25310;0.47491728724880539;25310;0.47587511825922418
25320;77.56584;25320;5.346843;25320;71.8772;25320;97.0610657;25320;382.3186;25320;149.467453;25320;0.47521731911786297;25320;0.47685171056245607
25330;77.5902557;25330;5.322428;25330;71.8894043;25330;96.9389954;25330;382.476746;25330;149.565109;25330;0.47514945286542826;25330;0.477340006714072
25340;77.76116;25340;5.31022072;25340;71.91382;25340;97.10989;25340;382.595367;25340;149.626144;25340;0.47609870698890722;25340;0.47813348796044791
25350;77.68792;25350;5.39567232;25350;71.8894043;25350;97.20756;25350;382.713959;25350;149.613937;25350;0.47680180425204521;25350;0.47715689565721603
25360;77.57805;25360;5.444502;25360;71.8894043;25360;97.20756;25360;382.8721;25360;149.699387;25360;0.47656035065059044;25360;0.47807245094149592
25370;77.5902557;25370;5.4811244;25370;71.97485;25370;97.10989;25370;383.0698;25370;149.516281;25370;0.47613480374210648;25370;0.47801141392254393
25380;77.5902557;25380;5.444502;25380;72.0603;25380;97.08548;25380;383.1884;25380;149.491867;25380;0.4769653110585455;25380;0.47831659901730389
25390;77.56584;25390;5.31022072;25390;71.97485;25390;97.18314;25390;383.346527;25390;149.528488;25390;0.47692116733847345;25390;0.47911008026367979
25400;77.61467;25400;5.31022072;25400;71.90161;25400;97.32963;25400;383.465149;25400;149.565109;25400;0.47773595609945274;25400;0.47911008026367979
25410;77.51701;25410;5.371258;25410;71.93823;25410;97.29301;25410;383.6628;25410;149.565109;25410;0.47688895901845735;25410;0.47941526535843976
25420;77.57805;25420;5.45670938;25420;71.93823;25420;97.15873;25420;383.820953;25420;149.5529;25420;0.47704366886973021;25420;0.47892696920682382
25430;77.68792;25430;5.468917;25430;71.90161;25430;97.2563858;25430;383.9791;25430;149.47966;25430;0.47736137065481732;25430;0.47972045045319972
25440;77.61467;25440;5.493332;25440;71.8772;25440;97.29301;25440;384.058167;25440;149.650558;25440;0.47855476661468;25440;0.47941526535843976
