Name;YT Scope Project;
File;C:\Users\Tobno\Desktop\JIBFRIC.csv;
Starttime of export;134225418299840000;onsdag 6. mai 2026;13:50:29.984
Endtime of export;134225418629540000;onsdag 6. mai 2026;13:51:02.954


Name;fJib_Pa_bar;Name;fJib_Pb_bar;Name;fJib_Pa_Cyl_bar;Name;fJib_Pb_Cyl_bar;Name;fJib_Position_mm;Name;fPs_bar;Name;fU;Name;fJib_Spool
9680;72.0969238;9680;3.36924338;9680;67.84875;9680;87.2096939;9680;442.768158;9680;152.043213;9680;0.37145506906759923;9680;0.37473677785576953
9690;72.03589;9690;3.41807318;9690;67.79992;9690;87.1608658;9690;442.847229;9690;151.969971;9690;0.3710173602074;9690;0.37296670430616174
9700;71.97485;9700;3.381451;9700;67.7633;9700;87.07541;9700;442.886749;9700;152.0188;9700;0.37124790488592874;9700;0.37266151921140178
9710;71.99927;9710;3.21054721;9710;67.79992;9710;87.0509949;9710;442.886749;9710;152.05542;9710;0.37227918628544449;9710;0.3724784081545458
9720;72.14576;9720;3.13730288;9720;67.84875;9720;87.0509949;9720;442.96582;9720;152.116455;9720;0.37185688328485361;9720;0.37180700094607388
9730;72.03589;9730;3.234962;9730;67.922;9730;87.03879;9730;443.084442;9730;151.93335;9730;0.37066625928714952;9730;0.37131870479445794
9740;71.8894043;9740;3.25937676;9740;67.89758;9740;86.94113;9740;443.1635;9740;151.957764;9740;0.37007245778371534;9740;0.37034211249122589
9750;71.90161;9750;3.22275472;9750;67.84875;9750;86.84347;9750;443.1635;9750;151.872314;9750;0.37113036384650083;9750;0.37046418652912988
9760;71.8894043;9760;3.21054721;9760;67.885376;9760;86.79464;9760;443.203033;9760;151.945557;9760;0.37131967042205077;9760;0.37040314951017789
9770;71.8527756;9770;3.18613243;9770;67.8609543;9770;86.7702255;9770;443.361176;9770;151.8479;9770;0.36933170944451321;9770;0.37046418652912988
9780;71.8772;9780;3.21054721;9780;67.79992;9780;86.75802;9780;443.440247;9780;151.884521;9780;0.368793535029716;9780;0.36881618701742608
9790;71.8894043;9790;3.28379154;9790;67.71447;9790;86.75802;9790;443.558868;9790;151.945557;9790;0.36747333784485731;9790;0.36918240913113803
9800;71.8527756;9800;3.28379154;9800;67.66564;9800;86.79464;9800;443.558868;9800;151.8601;9800;0.36845339722528692;9800;0.36924344615009
9810;71.91382;9810;3.18613243;9810;67.71447;9810;86.75802;9810;443.637939;9810;151.982178;9810;0.36785805740453037;9810;0.36881618701742608
9820;71.84057;9820;3.14951015;9820;67.64123;9820;86.67257;9820;443.67746;9820;151.8479;9820;0.36807409048000161;9820;0.36796166875209818
9830;71.84057;9830;3.18613243;9830;67.64123;9830;86.70919;9830;443.756531;9830;151.896729;9830;0.36746630177572531;9830;0.36704611346781829
9840;71.80395;9840;3.234962;9840;67.66564;9840;86.74581;9840;443.8356;9840;151.799072;9840;0.36691109621265861;9840;0.36747337260048224
9850;71.76733;9850;3.18613243;9850;67.67785;9850;86.74581;9850;443.954224;9850;152.031;9850;0.36540882253904483;9850;0.36735129856257825
9860;71.98706;9860;3.25937676;9860;67.64123;9860;86.74581;9860;444.0728;9860;152.116455;9860;0.36412368736029227;9860;0.36741233558153025
9870;71.97485;9870;3.173925;9870;67.6534348;9870;86.63595;9870;444.0333;9870;152.079834;9870;0.36577134318313992;9870;0.36582537308877844
9880;71.90161;9880;3.051851;9880;67.72668;9880;86.63595;9880;444.0728;9880;152.092041;9880;0.36584542928120217;9880;0.36606952116458641
9890;71.79174;9890;3.07626581;9890;67.6534348;9890;86.68478;9890;444.191437;9890;152.043213;9890;0.36442106456098111;9890;0.36552018799401848
9900;71.70629;9900;3.12509537;9900;67.59239;9900;86.61153;9900;444.310028;9900;152.128662;9900;0.36292658281522294;9900;0.36515396588030652
9910;71.6208344;9910;3.13730288;9910;67.59239;9910;86.51387;9910;444.349579;9910;152.05542;9910;0.36301193750079364;9910;0.36442152165288261
9920;71.7307053;9920;3.11288786;9920;67.64123;9920;86.5382843;9920;444.3891;9920;152.043213;9920;0.36316028122501026;9920;0.36399426252021866
9930;71.79174;9930;3.088473;9930;67.59239;9930;86.5749054;9930;444.46817;9930;152.031;9930;0.36252027061106828;9930;0.36417737357707464
9940;71.7185;9940;3.0640583;9940;67.59239;9940;86.44063;9940;444.5868;9940;152.1897;9940;0.36095363936228436;9940;0.36338389233069873
9950;71.79174;9950;3.07626581;9950;67.56798;9950;86.42842;9950;444.6263;9950;152.17749;9950;0.36105075353150273;9950;0.36344492934965072
9960;71.8161545;9960;3.0640583;9960;67.4947357;9960;86.5749054;9960;444.665863;9960;152.311783;9960;0.3610327096072169;9960;0.36216315195165871
9970;71.8894043;9970;3.02743626;9970;67.51915;9970;86.5382843;9970;444.744934;9970;152.32399;9970;0.36034461719723376;9970;0.36210211493270672
9980;71.75512;9980;3.03964353;9980;67.5801849;9980;86.47725;9980;444.863525;9980;152.409439;9980;0.35874603902394686;9980;0.36161381878109078
9990;71.66967;9990;3.07626581;9990;67.56798;9990;86.47725;9990;444.903076;9990;152.44606;9990;0.35869200897504788;9990;0.3614307077242348
10000;71.65746;10000;3.088473;10000;67.51915;10000;86.42842;10000;444.9426;10000;152.44606;10000;0.35868555030069388;10000;0.36008789330729096
10010;71.65746;10010;3.051851;10010;67.50694;10010;86.42842;10010;445.061218;10010;152.494888;10010;0.35714724305569717;10010;0.359599597155675
10020;71.66967;10020;3.02743626;10020;67.5435638;10020;86.44063;10020;445.021667;10020;152.5071;10020;0.35862858077637766;10020;0.35953856013672303
10030;71.79174;10030;3.03964353;10030;67.5435638;10030;86.4528351;10030;445.1403;10030;152.641373;10030;0.35708834934790429;10030;0.35886715292825111
10040;71.7185;10040;3.02743626;10040;67.4947357;10040;86.35517;10040;445.258881;10040;152.433853;10040;0.3556128021673704;10040;0.35905026398510709
10050;71.63305;10050;2.97860646;10050;67.4947357;10050;86.30634;10050;445.337952;10050;152.494888;10050;0.3547335320102456;10050;0.35782952360606723
10060;71.63305;10060;2.97860646;10060;67.4581146;10060;86.3429642;10060;445.377472;10060;152.531509;10060;0.35465135772689527;10060;0.35758537553025926
10070;71.5353851;10070;2.95419168;10070;67.4581146;10070;86.20869;10070;445.456543;10070;152.5193;10070;0.3537827405933141;10070;0.35691396832178734
10080;71.5353851;10080;2.89315462;10080;67.51915;10080;86.0988159;10080;445.5356;10080;152.531509;10080;0.35294060471589139;10080;0.35703604235969133
10090;71.46214;10090;2.929777;10090;67.42149;10090;86.1354446;10090;445.5356;10090;152.482681;10090;0.35358392076258283;10090;0.35544907986693913
10100;71.5353851;10100;2.95419168;10100;67.37266;10100;86.14765;10100;445.6147;10100;152.494888;10100;0.35275675759522085;10100;0.35502182073427518
10110;71.5598;10110;2.89315462;10110;67.37266;10110;86.1354446;10110;445.654236;10110;152.421646;10110;0.35268783990680397;10110;0.35496078371532319
10120;71.46214;10120;2.844325;10120;67.22617;10120;86.0744;10120;445.772827;10120;152.397232;10120;0.35102056152327687;10120;0.3540452284310433
10130;71.4133148;10130;2.844325;10130;67.21397;10130;85.9767456;10130;445.8519;10130;152.3484;10130;0.35012989429044589;10130;0.35374004333628334
10140;71.498764;10140;2.844325;10140;67.31162;10140;86.04999;10140;445.891449;10140;152.5071;10140;0.34994344359992691;10140;0.35264137699514747
10150;71.40111;10150;2.79549551;10150;67.2994156;10150;86.00116;10150;445.97052;10150;152.433853;10150;0.34901890450610185;10150;0.3523972289193395
10160;71.3034439;10160;2.81991029;10160;67.23838;10160;85.9401245;10160;446.0496;10160;152.409439;10160;0.34805966090835816;10160;0.35184789574877157
10170;71.27903;10170;2.844325;10170;67.25059;10170;85.9401245;10170;446.0891;10170;152.262955;10170;0.3479351158197635;10170;0.35178685872981957
10180;71.2179947;10180;2.79549551;10180;67.33604;10180;85.81805;10180;446.0891;10180;152.238525;10180;0.34847363947203119;10180;0.35007782219916378
10190;71.36448;10190;2.81991029;10190;67.28721;10190;85.76922;10190;446.168182;10190;152.3484;10190;0.34753382675299893;10190;0.34995574816125979
10200;71.2546158;10200;2.79549551;10200;67.09189;10200;85.67156;10200;446.326324;10200;152.262955;10200;0.34505109015821328;10200;0.34916226691488389
10210;71.24241;10210;2.77108073;10210;67.1407242;10210;85.5006561;10210;446.365875;10210;152.299576;10210;0.34479904619034474;10210;0.34855189672536396
10220;71.24241;10220;2.722251;10220;67.16514;10220;85.41521;10220;446.4054;10220;152.275162;10220;0.34457043267239079;10220;0.348307748649556
10230;71.14475;10230;2.661214;10230;67.0674744;10230;85.464035;10230;446.484467;10230;152.433853;10230;0.34344728963591586;10230;0.34733115634632394
10240;71.03488;10240;2.661214;10240;67.20176;10240;85.43962;10240;446.563538;10240;152.3484;10240;0.3424221747492297;10240;0.346964934232612
10250;71.0226746;10250;2.685629;10250;67.21397;10250;85.3541641;10250;446.6426;10250;152.421646;10250;0.34135735048372573;10250;0.34531693472090819
10260;71.14475;10260;2.63679934;10260;67.1163;10260;85.403;10260;446.6426;10260;152.482681;10260;0.34185126302301849;10260;0.34501174962614822
10270;70.99826;10270;2.661214;10270;67.04306;10270;85.464035;10270;446.682159;10270;152.397232;10270;0.34152606273994995;10270;0.34427930539872431
10280;71.0226746;10280;2.661214;10280;66.96982;10280;85.3785858;10280;446.800751;10280;152.397232;10280;0.33972617268730027;10280;0.34409619434186833
10290;70.96164;10290;2.53914;10290;67.04306;10290;85.2443;10290;446.800751;10290;152.372818;10290;0.3401402244947056;10290;0.34244819483016453
10300;70.96164;10300;2.52693248;10300;67.03085;10300;85.23209;10300;446.919373;10300;152.629166;10300;0.33818999224194257;10300;0.34171575060274062
10310;70.8884;10310;2.58796954;10310;66.8965759;10310;85.1466446;10310;446.998444;10310;152.800079;10310;0.33698615516521913;10310;0.34134952848902866
10320;70.85177;10320;2.56355476;10320;66.85995;10320;85.04898;10320;447.037964;10320;152.739029;10320;0.3366422920367303;10320;0.34043397320474877
10330;70.8273544;10330;2.52693248;10330;66.90878;10330;85.04898;10330;447.117035;10330;152.641373;10330;0.33555688127432942;10330;0.34000671407208483
10340;70.7052841;10340;2.5025177;10340;66.88437;10340;85.01236;10340;447.235657;10340;152.763458;10340;0.33356832901316508;10340;0.33866389965514082
10350;70.7052841;10350;2.45368814;10350;66.79891;10350;84.9879456;10350;447.235657;10350;152.714615;10350;0.33395060417088879;10350;0.33848078859828484
10360;70.7052841;10360;2.44148088;10360;66.7745;10360;84.9513245;10360;447.235657;10360;152.909943;10360;0.33421451745047548;10360;0.33677175206762905
10370;70.68087;10370;2.42927337;10370;66.67684;10370;84.87808;10370;447.314728;10370;153.056427;10370;0.332975614344753;10370;0.33640552995391709
10380;70.48555;10380;2.45368814;10380;66.5913849;10380;84.7926254;10380;447.314728;10380;153.0198;10380;0.33323307106445;10380;0.33585619678334916
10390;70.55879;10390;2.49031043;10390;66.71346;10390;84.7560043;10390;447.3938;10390;153.117462;10390;0.33203385360512883;10390;0.33524582659382923
10400;70.656456;10400;2.40485859;10400;66.7012558;10400;84.68276;10400;447.433319;10400;153.093048;10400;0.33163564680667906;10400;0.33402508621478938
10410;70.63204;10410;2.356029;10410;66.60359;10410;84.60951;10410;447.551941;10410;153.1907;10410;0.32961951021117936;10410;0.3329874568926055
10420;70.55879;10420;2.40485859;10420;66.54256;10420;84.633934;10420;447.631;10420;153.154083;10420;0.32837854088225332;10420;0.33274330881679753
10430;70.47334;10430;2.356029;10430;66.53035;10430;84.5606842;10430;447.631;10430;153.1907;10430;0.32859220958449825;10430;0.33164464247566128
10440;70.4611359;10440;2.34382153;10440;66.54256;10440;84.45082;10440;447.631;10440;153.117462;10440;0.32886962560173094;10440;0.33121738334299733
10450;70.53438;10450;2.34382153;10450;66.56697;10450;84.30433;10450;447.710083;10450;153.105255;10450;0.32764199916343184;10450;0.33017975402081345
10460;70.52217;10460;2.294992;10460;66.60359;10460;84.2555;10460;447.868225;10460;153.0076;10460;0.32489914420480581;10460;0.32993560594500548
10470;70.4001;10470;2.24616241;10470;66.51814;10470;84.26771;10470;447.868225;10470;152.995392;10470;0.32506846964369;10470;0.32804345835749371
10480;70.47334;10480;2.19733262;10480;66.5059357;10480;84.21888;10480;447.828674;10480;153.0076;10480;0.32604599062755651;10480;0.32773827326273375
10490;70.33906;10490;2.24616241;10490;66.45711;10490;84.14564;10490;447.868225;10490;152.958771;10490;0.32544925496542693;10490;0.32712790307321382
10500;70.2658157;10500;2.24616241;10500;66.33503;10500;84.03577;10500;447.986816;10500;153.0198;10500;0.32331838099111532;10500;0.32621234778893393
10510;70.27802;10510;2.19733262;10510;66.29841;10510;84.02356;10510;448.105438;10510;152.787872;10510;0.32132560785623471;10510;0.325540940580462
10520;70.20478;10520;2.17291784;10520;66.24958;10520;83.95032;10520;448.105438;10520;152.812286;10520;0.32143732127945779;10520;0.32438123722037415
10530;70.16816;10530;2.13629556;10530;66.24958;10530;83.9137;10530;448.144958;10530;152.812286;10530;0.32080940893719057;10530;0.32432020020142216
10540;70.16816;10540;2.026429;10540;66.24958;10540;83.9137;10540;448.1845;10540;152.885529;10540;0.32015443714115932;10540;0.32297738578447815
10550;70.13154;10550;2.06305122;10550;66.20075;10550;83.755;10550;448.22403;10550;152.775665;10550;0.31954354470402457;10550;0.32242805261391022
10560;70.10712;10560;2.050844;10560;66.20075;10560;83.70617;10560;448.26358;10560;152.714615;10560;0.31890513139462023;10560;0.32114627521591838
10570;70.09491;10570;2.00201416;10570;66.17634;10570;83.66955;10570;448.342651;10570;152.702408;10570;0.31748821096550933;10570;0.32108523819696638
10580;69.9484253;10580;2.06305122;10580;66.1152954;10580;83.62071;10580;448.342651;10580;152.678;10580;0.31751403713640886;10580;0.31943723868526258
10590;70.0338745;10590;2.026429;10590;66.09088;10590;83.63293;10590;448.421722;10590;152.763458;10590;0.31607098213505863;10590;0.31858272041993468
10600;70.00946;10600;1.98980677;10600;66.10309;10600;83.49864;10600;448.421722;10600;152.739029;10600;0.31611696939587863;10600;0.31827753532517472
10610;69.85076;10610;2.01422167;10610;66.09088;10610;83.41319;10610;448.461243;10610;152.873322;10610;0.31528961491650465;10610;0.31736198004089483
10620;69.8385544;10620;1.9531846;10620;66.06647;10620;83.38878;10620;448.5403;10620;152.775665;10620;0.31383870376700496;10620;0.31687368388927889
10630;69.96063;10630;1.904355;10630;66.00543;10630;83.4009857;10630;448.5403;10630;152.8245;10630;0.31387180138023152;10630;0.31528672139652691
10640;69.85076;10640;1.91656244;10640;66.00543;10640;83.47423;10640;448.6194;10640;152.6902;10640;0.31237090747445612;10640;0.314737388225959
10650;69.76531;10650;1.904355;10650;66.01764;10650;83.41319;10650;448.698456;10650;152.726822;10650;0.3108034257111163;10650;0.31424909207434304
10660;69.9118042;10660;1.86773276;10660;65.93219;10660;83.21787;10660;448.698456;10660;152.8245;10660;0.3107865125180253;10660;0.31431012909329503
10670;69.76531;10670;1.8311106;10670;65.9077759;10670;83.18125;10670;448.698456;10670;152.873322;10670;0.31066895399650174;10670;0.3121127964110233
10680;69.7409;10680;1.80669582;10680;65.91998;10680;83.2056656;10680;448.777527;10680;152.995392;10680;0.30905369119184528;10680;0.31156346324045536
10690;69.69207;10690;1.78228092;10690;65.9444;10690;83.108;10690;448.777527;10690;153.056427;10690;0.30894060443918669;10690;0.31101413006988743
10700;69.7409;10700;1.79448831;10700;65.87115;10700;83.04697;10700;448.8566;10700;153.3372;10700;0.3072699904514189;10700;0.31003753776665555
10710;69.70428;10710;1.8311106;10710;65.73687;10710;82.94931;10710;448.8566;10710;153.349411;10710;0.30715165397563166;10710;0.30930509353923163
10720;69.54558;10720;1.81890321;10720;65.77349;10720;82.7784042;10720;448.8566;10720;153.3372;10720;0.30698669109765897;10720;0.30784020508438364
10730;69.53337;10730;1.77007353;10730;65.73687;10730;82.75399;10730;448.896118;10730;153.349411;10730;0.30609821465357884;10730;0.30765709402752767
10740;69.54558;10740;1.75786614;10740;65.65142;10740;82.64413;10740;449.01474;10740;153.581345;10740;0.30362887745772238;10740;0.30680257576219977
10750;69.53337;10750;1.68462169;10750;65.63921;10750;82.5830841;10750;449.05426;10750;153.556931;10750;0.30272503326815631;10750;0.3065584276863918
10760;69.50896;10760;1.6724143;10760;65.5171356;10760;82.64413;10760;449.01474;10760;153.532516;10760;0.30330530717751236;10760;0.304788354136784
10770;69.54558;10770;1.63579214;10770;65.55376;10770;82.57088;10770;449.0938;10770;153.483688;10770;0.30164529875987106;10770;0.30460524307992803
10780;69.46013;10780;1.62358475;10780;65.59038;10780;82.6197052;10780;449.133331;10780;153.556931;10780;0.30064386131288534;10780;0.30332346568193619
10790;69.38689;10790;1.68462169;10790;65.50493;10790;82.50984;10790;449.133331;10790;153.727829;10790;0.30035345908118444;10790;0.3024079103976563
10800;69.38689;10800;1.63579214;10800;65.4805145;10800;82.32673;10800;449.133331;10800;153.654587;10800;0.30014893002705784;10800;0.30198065126499235
10810;69.42351;10810;1.57475507;10810;65.49272;10810;82.3023148;10810;449.172882;10810;153.6668;10810;0.299163262195478;10810;0.30088198492385648
10820;69.26481;10820;1.63579214;10820;65.55376;10820;82.29011;10820;449.2124;10820;153.520309;10820;0.29815172126515022;10820;0.3002105777153844
10830;69.2526;10830;1.61137736;10830;65.5171356;10830;82.19245;10830;449.2124;10830;153.630173;10830;0.29784368668918487;10830;0.2985015411847286
10840;69.1549454;10840;1.52592552;10840;65.35844;10840;82.09479;10840;449.2124;10840;153.422653;10840;0.29759096885284031;10840;0.2985015411847286
10850;69.00845;10850;1.52592552;10850;65.33402;10850;82.1069946;10850;449.331024;10850;153.276169;10850;0.29503687114586374;10850;0.29740287484359273
10860;69.0816956;10860;1.50151062;10860;65.35844;10860;82.03375;10860;449.370544;10860;153.288376;10860;0.29398815810433615;10860;0.29715872676778476
10870;69.02066;10870;1.52592552;10870;65.27299;10870;81.87506;10870;449.331024;10870;153.3372;10870;0.29437716282062432;10870;0.29636524552140886
10880;69.05728;10880;1.47709584;10880;65.24857;10880;81.7896042;10880;449.331024;10880;153.349411;10880;0.29403913572963508;10880;0.29569383831293694
10890;68.98404;10890;1.391644;10890;65.24857;10890;81.704155;10890;449.370544;10890;153.251755;10890;0.29293479254916538;10890;0.29416791283913712
10900;69.06949;10900;1.391644;10900;65.26078;10900;81.67974;10900;449.449615;10900;153.459274;10900;0.29102330309577246;10900;0.29300820947904926
10910;69.02066;10910;1.37943661;10910;65.2974;10910;81.7407761;10910;449.4101;10910;153.373825;10910;0.29139466530836888;10910;0.2928250984221929
10920;68.93521;10920;1.4160589;10920;65.18754;10920;81.8262253;10920;449.449615;10920;153.1785;10920;0.29026813889096736;10920;0.292092654194769
10930;68.93521;10930;1.4160589;10930;65.0410461;10930;81.69195;10930;449.607758;10930;153.093048;10930;0.28686557373756666;10930;0.29166539506210504
10940;68.88638;10940;1.36722922;10940;65.0410461;10940;81.55766;10940;449.607758;10940;153.1907;10940;0.28639045805599639;10940;0.28965117343668928
10950;68.8497543;10950;1.37943661;10950;65.13871;10950;81.48442;10950;449.5287;10950;153.056427;10950;0.28746701263205354;10950;0.28965117343668928
10960;68.81313;10960;1.37943661;10960;65.06546;10960;81.4233856;10960;449.607758;10960;152.958771;10960;0.28551333886391767;10960;0.28806421094393747
10970;68.80093;10970;1.29398477;10970;65.06546;10970;81.39897;10970;449.6473;10970;152.983185;10970;0.28427014555513574;10970;0.28708761864070559
10980;68.65444;10980;1.30619216;10980;64.98001;10980;81.3501358;10980;449.686829;10980;153.056427;10980;0.2829661244861022;10980;0.28635517441328168
10990;68.6422348;10990;1.31839967;10990;64.967804;10990;81.16703;10990;449.726379;10990;153.1907;10990;0.2816662491833492;10990;0.28543961912900179
11000;68.61781;11000;1.26957;11000;64.99222;11000;81.04495;11000;449.686829;11000;153.154083;11000;0.28189232303580464;11000;0.28440198980681775
11010;68.49574;11010;1.26957;11010;64.94339;11010;81.00833;11010;449.686829;11010;153.227325;11010;0.28130249618185077;11010;0.28336436048463387
11020;68.4225;11020;1.19632554;11020;64.89456;11020;80.9472961;11020;449.686829;11020;153.117462;11020;0.280752148450902;11020;0.282509842219306
11030;68.45912;11030;1.147496;11030;64.83352;11030;80.9595;11030;449.7659;11030;153.227325;11030;0.27865835675642625;11030;0.2806176946317942
11040;68.4469147;11040;1.12308121;11040;64.90677;11040;80.87405;11040;449.80545;11040;153.276169;11040;0.27730316372873504;11040;0.28012939848017826
11050;68.36146;11050;1.09866631;11050;64.8823547;11050;80.81301;11050;449.726379;11050;153.349411;11050;0.27816476182179356;11050;0.27945799127170634
11060;68.47133;11060;1.12308121;11060;64.83352;11060;80.84963;11060;449.7659;11060;153.471481;11060;0.27678946506201613;11060;0.27903073213904239
11070;68.4225;11070;1.147496;11070;64.8823547;11070;80.73977;11070;449.7659;11070;153.569138;11070;0.27612132558579539;11070;0.27695547349467448
11080;68.4469147;11080;1.08645892;11080;64.89456;11080;80.6787338;11080;449.80545;11080;153.752258;11080;0.27468473242084057;11080;0.27603991821039459
11090;68.32484;11090;1.04983675;11090;64.82131;11090;80.56886;11090;449.80545;11090;153.703415;11090;0.27400156786591456;11090;0.27573473311563462
11100;68.27601;11100;1.12308121;11100;64.78469;11100;80.41017;11100;449.884521;11100;153.8133;11100;0.27178389739428588;11100;0.27488021485030673
11110;68.15394;11110;1.147496;11110;64.73586;11110;80.31251;11110;449.884521;11110;153.923157;11110;0.27103995816619403;11110;0.2742698446607868
11120;68.19056;11120;1.04983675;11120;64.6870346;11120;80.16602;11120;449.884521;11120;153.984192;11120;0.27032001049868676;11120;0.272499771111179
11130;68.27601;11130;0.9887997;11130;64.71145;11130;80.1294;11130;449.924042;11130;153.849915;11130;0.26887645883176869;11130;0.27231666005432303
11140;68.15394;11140;1.00100708;11140;64.5283356;11140;80.15382;11140;449.924042;11140;154.045227;11140;0.26807175462480914;11140;0.27060762352366724
11150;68.21497;11150;0.9765923;11150;64.4917145;11150;80.05615;11150;450.0031;11150;154.094055;11150;0.26580708465631392;11150;0.26981414227729134
11160;68.11731;11160;0.9277627;11160;64.66262;11160;79.89746;11160;450.0031;11160;154.020813;11160;0.26502199381241748;11160;0.26871547593615508
11170;68.1295242;11170;0.9765923;11170;64.626;11170;79.7265549;11170;449.9636;11170;154.03302;11170;0.26497550854516255;11170;0.26828821680349113
11180;68.0562744;11180;1.025422;11180;64.55275;11180;79.68993;11180;449.9636;11180;154.069641;11180;0.2641441735992125;11180;0.2660908841212194
11190;68.01965;11190;0.9033479;11190;64.626;11190;79.7265549;11190;450.042664;11190;154.203918;11190;0.2617857704467374;11190;0.26480910672322755
11200;67.98303;11200;0.8789331;11200;64.54054;11200;79.60448;11200;450.042664;11200;154.045227;11200;0.26095658127804733;11200;0.26401562547685165
11210;67.99524;11210;0.9033479;11210;64.4062653;11210;79.4702;11210;450.0031;11210;154.045227;11210;0.26084518211549035;11210;0.26328318124942773
11220;67.9708252;11220;0.830103457;11220;64.38185;11220;79.3725357;11220;450.0031;11220;153.898743;11220;0.25998007341235146;11220;0.26255073702200382
11230;67.89758;11230;0.9155553;11230;64.4062653;11230;79.3115;11230;450.0031;11230;153.886536;11230;-0.001933911643961006;11230;0.26059755241553989
11240;67.885376;11240;0.9155553;11240;64.35743;11240;79.10397;11240;450.042664;11240;153.971985;11240;-0.0025023630994564505;11240;0.25968199713126
11250;67.7755051;11250;0.793481231;11250;64.34522;11250;78.933075;11250;449.9636;11250;153.862122;11250;-0.00082665948933757782;11250;0.25675222022156435
11260;67.616806;11260;0.781273842;11260;64.27198;11260;78.969696;11260;449.9636;11260;153.971985;11260;-0.00066265999761372374;11260;0.24845118564409319
11270;67.05527;11270;1.09866631;11270;64.1010742;11270;78.933075;11270;449.9636;11270;154.130676;11270;-0.00050802325368798362;11270;0.22122867519150358
11280;66.7012558;11280;1.66020691;11280;64.02783;11280;78.92087;11280;450.0031;11280;154.081848;11280;-0.0011139222783663749;11280;0.17734305856501981
11290;66.5913849;11290;1.904355;11290;64.00342;11290;78.969696;11290;450.0031;11290;153.8377;11290;-0.00097801551622322958;11290;0.13113803521835993
11300;66.6646347;11300;1.91656244;11300;63.9179649;11300;78.9819;11300;450.0031;11300;153.8377;11300;-0.00085147580320732441;11300;0.095675527207251143
11310;66.72567;11310;1.965392;11310;63.8691368;11310;78.9819;11310;450.0031;11310;153.886536;11310;-0.00073430438821353583;11310;0.073335978270821126
11320;66.5913849;11320;1.97759938;11320;63.8691368;11320;79.04294;11320;450.042664;11320;153.886536;11320;-0.0013776739222775003;11320;0.062044129764702305
11330;66.57918;11330;1.97759938;11330;63.7836838;11330;79.06735;11330;450.042664;11330;153.886536;11330;-0.0012792424801599256;11330;0.060029908139286547
11340;66.49373;11340;2.00201416;11340;63.9057579;11340;78.99411;11340;450.042664;11340;153.935364;11340;-0.0011901825279400646;11340;0.057466353343302676
11350;66.48152;11350;1.97759938;11350;63.95459;11350;78.99411;11350;450.0031;11350;153.91095;11350;-0.00035932345000111443;11350;0.055635242774742896
11360;66.5059357;11360;1.89214754;11360;63.9667969;11360;79.00632;11360;450.0031;11360;153.764465;11360;-0.0002890090220311059;11360;0.055635242774742896
11370;66.4449;11370;1.91656244;11370;64.02783;11370;79.00632;11370;450.0031;11370;153.630173;11370;-0.00022806844340411692;11370;0.055757316812646882
11380;66.49373;11380;1.92876983;11380;63.9423828;11380;78.99411;11380;449.924042;11380;153.483688;11380;0.0013258406736271766;11380;0.05526902066103094
11390;66.42049;11390;1.92876983;11390;63.8813438;11390;78.99411;11390;450.0031;11390;153.471481;11390;-0.00013431114749035133;11390;0.055146946623126955
11400;66.23737;11400;1.92876983;11400;63.8325157;11400;78.99411;11400;450.042664;11400;153.422653;11400;-0.00085266685015183974;11400;0.054902798547318984
11410;66.23737;11410;1.965392;11410;63.8325157;11410;78.9819;11410;450.0031;11410;153.520309;11410;-7.8055263638243666E-05;11410;0.054902798547318984
11420;66.33503;11420;1.91656244;11420;63.85693;11420;79.06735;11420;450.0031;11420;153.5081;11420;-6.3991103096294744E-05;11420;0.054963835566270977
11430;66.35944;11430;1.87994015;11430;63.8691368;11430;79.10397;11430;450.042664;11430;153.349411;11430;-0.00081047450733345849;11430;0.054780724509415
11440;66.34724;11440;1.9531846;11440;63.7714767;11440;79.0185242;11440;450.082184;11440;153.361618;11440;-0.0015663340280199778;11440;0.054963835566270977
11450;66.29841;11450;1.97759938;11450;63.7348557;11450;79.04294;11450;450.042664;11450;153.288376;11450;-0.00082922662968148986;11450;0.054536576433607029
11460;66.21296;11460;1.98980677;11460;63.8813438;11460;79.1650162;11460;450.042664;11460;153.239532;11460;-0.0008526666573167585;11460;0.054475539414655036
11470;66.17634;11470;1.98980677;11470;63.8447227;11470;79.1283951;11470;450.042664;11470;153.1785;11470;-0.00088548238498109555;11470;0.054902798547318984
11480;66.26179;11480;1.9531846;11480;63.7470627;11480;79.06735;11480;450.0031;11480;153.251755;11480;-0.00017650199419572132;11480;0.054963835566270977
11490;66.1885452;11490;1.92876983;11490;63.79589;11490;79.10397;11490;450.0031;11490;153.263962;11490;-0.00022806805775188455;11490;0.054658650471511014
11500;65.956604;11500;1.9531846;11500;63.8447227;11500;79.10397;11500;450.0031;11500;153.202911;11500;-0.00028900857211422437;11500;0.054353465376751051
11510;66.00543;11510;1.904355;11510;63.7836838;11510;79.1283951;11510;450.0031;11510;153.1785;11510;-0.00035932293582274788;11510;0.054292428357799058
11520;65.9932251;11520;1.904355;11520;63.79589;11520;79.17722;11520;450.042664;11520;153.141876;11520;-0.0011901819495044319;11520;0.054719687490463007
11530;65.91998;11530;1.965392;11530;63.7714767;11530;79.17722;11530;450.0031;11530;152.995392;11530;-0.00052807034287338794;11530;0.054719687490463007
